date,startup_name,industry,sub_industry,city,investors,investment_type,amount_usd,investor_list
2018-08-07,Makemytrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,10000000.0,['MakeMyTrip Limited']
2018-08-08,Hansel Io,Consumer Internet,Real-time Mobile App Management,Bangalore,Vertex Ventures,Seed/ Angel Funding,4000000.0,['Vertex Ventures']
2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000.0,"['Sequoia Capital India Advisors', ' Accel Partners and G Raghunandan']"
2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bangalore,Flipkart,Private Equity,66000000.0,['Flipkart']
2018-08-09,Quizizz,Ed-Tech,e-learning Platform,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,3000000.0,"['Nexus Venture Partners', ' Prime Venture Partners and Others']"
2018-08-09,Happy Emi,Fin-Tech,Consumer Financing Platform,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,1000000.0,['AJ Ventures and Jain International Trade Organisation (JITO)']
2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,4000000.0,"['Ventureast', ' Orios Venture Partners and the IAN Fund']"
2018-08-13,Observe Ai,Technology,AI Based Solutions Platform,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000.0,"['Nexus Venture Partners', ' MGV', ' Liquid 2 Ventures', ' Hack VC', ' Emergent Ventures and Y Combinator']"
2018-08-17,Eazydiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,5850000.0,['Denlow Investment Trust and Beenext']
2018-08-20,Rawpressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000.0,['Alteria Capital']
2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bangalore,CDC Group plc\\xc2\\xa0,Private Equity,6000000.0,['CDC Group plc\\\\xc2\\\\xa0']
2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,14270000.0,"['Hyundai', ' Edelweiss and Beenext', ' Dream Incubator', ' Sunjay Kapoor and Telama Investment']"
2018-08-26,Zestmoney,Consumer Internet,Online Lending Platform,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000.0,"['Xiaomi', 'PayU', ' Ribbit Capital and Omidyar Network']"
2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000.0,"['Saama Capital', ' SRI Capital', ' Beenext', ' and Pravega Ventures']"
2018-08-27,Myupchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000.0,"['Nexus Venture Partners', ' Omidyar Network and Shunwei Capital']"
2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bangalore,Accel (formerly known as Accel Partners),Private Equity,3000000.0,['Accel (formerly known as Accel Partners)']
2018-07-01,Leena Ai,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0,['Y Combinator']
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000.0,['Ajay Relan and Vinay Mittal']
2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0,['MDI Ventures & Telkom Indonesia']
2018-07-06,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000.0,['Info Edge (India) Ltd and Temasek']
2018-07-09,Zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Seed/ Angel Funding,440000.0,['Info Edge (India) Ltd']
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000.0,"['Insignia Ventures Partners', ' Lightbridge Partners & Kairos']"
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000.0,"['Avtar Monga', ' chief operating office at IDFC Bank', ' Aditya Malik & Others']"
2018-07-10,Inicu,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0,['Venture Catalysts']
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Equity,5000000.0,['ResponsAbility']
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000.0,"['Stellaris Venture Partners', ' Vy Capital', ' Raghunandan G', ' and Ramakant Sharma']"
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0,['Base of Pyramid Asia (BOPA) Pte Ltd']
2018-07-12,19Th Mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000.0,"['Rishi Vasudev', ' Excelsior Investments', ' Ritesh Vohra', ' Praveer Kumar', ' Prashant Gupta and Others']"
2018-07-12,5Th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Seed/ Angel Funding,500000.0,['Brand Capital and Others']
2018-07-13,Mengage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000.0,"['Siddharth Agarwal', ' Mahavir Sharma', ' Amit Singal', ' 100 Co-founders Lab and others.']"
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000.0,"['Creation Investments', ' Falcon Edge', ' Matrix Partners India and Zodius Capital']"
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000.0,"['Kingsway FCI Fund', ' KCK Global & Others']"
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed/ Angel Funding,1500000.0,['Omidyar Network & Others']
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000.0,"['TPG Growth', ' The Rise Fund & Others']"
2018-07-21,Paysense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000.0,['PayU & Others']
2018-07-23,Vtion,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000.0,"['AngelList', ' Rahul Khanna', ' Rajeev Arora and Ram Ramsundar.']"
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000.0,"['Metaform Ventures', ' Hemant Luthra', ' Micro venture capital firm GEMS Partners and Others']"
2018-07-24,Kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Seed/ Angel Funding,180000.0,['Gray Matters']
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,['Fairfax']
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000.0,"['Allcargo Logistics', ' Navneet Education and Mahavir Agency']"
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000.0,"['BeeNext ', ' WEH Ventures and Sprout Ventures']"
2018-07-25,Iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed/ Angel Funding,2500000.0,['Ventureast and Exfinity']
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000.0,"['Bharat Innovation', ' IDFC-Parampara Capital', ' Arthavida Ventures', ' Jitendra Gupta & Others']"
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,0.0,['MakeMyTrip']
2018-07-26,Thecapitalnet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0,['Lindwall Family Investments LLC (LFI)']
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,['Amazon Alexa Fund & Dentsu Ventures']
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000.0,"['IDG Ventures', ' Accel Partners', ' Kalaari Capital and Others']"
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,"['TPG', ' Norwest Venture Partners', ' Sequoia Capital & Matrix Partners']"
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0,['Kantilal Patel']
2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,"['Sabre Partners', ' Puneet Dalmia & Others']"
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,125000.0,['Aspire Logistics LLC']
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0,"['Bhairavi Jani', ' Alok Divatia', ' Namrata Kaul', ' Sohail Hashemi', ' Aijaz Saleem']"
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0.0,"['Anil Advani', ' Pramod Jain', ' Amrendra Reddy and Manish Satnaliwala.']"
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,0.0,['NB Ventures and Others']
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,['Oman India Joint Investment Fund (OIJIF)']
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000.0,"['Sequoia Capital India', ' SAIF Partners', ' Y Combinator and Venture Highway']"
2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000.0,"['CapitalG', ' SAIF Partners and LGT Impact Ventures']"
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0,['Mumbai Angels Network']
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,['Alpha Capital']
2018-06-12,Eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000.0,['Paragon Partners']
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000.0,['Saama Capital and Sequoia Capital']
2018-06-13,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300000.0,"['Spiral Ventures', ' Subho Ray and Samir Kumar']"
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000.0,"['LetsVenture', ' Rajan Anandan', ' Basab Pradhan', ' Vivek Khare and Bijoy George']"
2018-06-13,What\\Xe2\\X80\\X99S Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0,['Rannvijay Singha']
2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed/ Angel Funding,3450000.0,['Brand Capital']
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,['Helix Investments']
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,['Lighthouse Funds & Thuasne Participations']
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000.0,['Hyperplane Venture Capital and several angel investors']
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0,['Menterra Venture & Artha Initiatives']
2018-06-19,Rentsher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000.0,"['Shorooq Investments', ' LetsVenture & Others']"
2018-06-20,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000.0,"['Accel Partners', ' Sequoia India', ' Y Combinator and others.']"
2018-06-22,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,"['Sequoia Capital', ' Accel Partners & Raghunandan Gangappa']"
2018-06-25,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,['SoftBank Vision Fund & Info Edge (India) Ltd']
2018-06-25,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,4000000.0,['Diageo India']
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,['Equanimity Venture Fund']
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,['One 97 Communications']
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,"['Accel Partners', ' IDG Venture', ' Endiya Partners', ' pi Ventures', ' VH Capital', ' Axilor Ventures and Binny Bansal']"
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,['Undisclosed Existing Investors As Well As The Tamarind Family Trust']
2018-06-28,Front Desk Ai,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed/ Angel Funding,1100000.0,['Speciale Invest & Others']
2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Seed/ Angel Funding,2000000.0,['Leo Capital']
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,0.0,['Shiva Gunapu & Others']
2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,['Unknown High Net-Worth Individuals']
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000.0,"['B Capital', ' International Finance Corporation (IFC)', ' Accel Partners and IDG Ventures']"
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,"['IL&FS Private Equity', ' Kae Capital & Others']"
2018-05-09,I3Sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000.0,"['Unitus Ventures', ' Behram Vakil and Jerxis Vandrevala']"
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,['Rairah Corporation']
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000.0,"['Sunil Munjal', ' Harsh Mariwala', ' Dalip Pathak and Others']"
2018-05-16,Mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000.0,"['Prime Venture Partners', ' Stellaris Venture Partners and Mayur Abhaya Srisrimal']"
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed/ Angel Funding,300000.0,['Blume ventures']
2018-05-21,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000.0,"['Kalaari Capital', ' Unilever Ventures and Blume Ventures']"
2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed/ Angel Funding,500000.0,['Credika and unnamed angel investors']
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Seed/ Angel Funding,735000.0,['LetsVenture']
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed/ Angel Funding,735000.0,['RS Shanbag']
